,id,bbox,centers,radius
466,2012,"[[0, 378, 35, 98], [65, 295, 108, 101], [85, 486, 94, 25], [216, 406, 109, 101], [353, 326, 107, 98], [204, 254, 78, 71], [307, 194, 76, 71]]","[(-14, 427), (119, 349), (132, 533), (270, 460), (406, 379), (243, 293), (345, 232)]","[49, 54, 47, 54, 53, 39, 38]"
467,2013,"[[317, 81, 142, 137], [165, 1, 108, 75], [494, 1, 18, 82]]","[(388, 152), (219, 55), (535, 42)]","[71, 54, 41]"
468,2014,"[[15, 0, 148, 104], [219, 274, 72, 68]]","[(89, 30), (255, 310)]","[74, 36]"
469,2021,"[[418, 92, 94, 101]]","[(468, 142)]",[50]
470,2022,"[[0, 94, 50, 99], [79, 12, 108, 102], [221, 1, 100, 31]]","[(1, 143), (133, 66), (271, 51)]","[49, 54, 50]"
471,2033,"[[128, 453, 132, 58]]","[(194, 519)]",[66]
472,2034,"[[180, 441, 131, 70]]","[(245, 506)]",[65]
473,2035,"[[160, 235, 133, 128], [376, 138, 132, 128], [276, 475, 116, 35]]","[(226, 301), (442, 204), (334, 533)]","[66, 66, 58]"
474,2036,"[[0, 146, 30, 108], [131, 33, 132, 130]]","[(-24, 200), (197, 99)]","[54, 66]"
475,2042,"[[373, 352, 76, 75]]","[(411, 390)]",[38]
476,2043,"[[128, 0, 134, 108], [215, 170, 133, 130], [40, 287, 80, 77], [167, 471, 106, 41], [350, 388, 108, 105], [433, 67, 78, 127]]","[(195, 41), (281, 236), (80, 327), (220, 524), (404, 442), (496, 130)]","[67, 66, 40, 53, 54, 63]"
477,2044,"[[66, 307, 130, 128], [288, 206, 132, 129], [181, 1, 130, 93], [1, 67, 90, 128]]","[(131, 372), (354, 272), (246, 66), (65, 131)]","[65, 66, 65, 64]"
478,2045,"[[35, 105, 131, 130], [269, 2, 128, 127]]","[(100, 170), (333, 66)]","[65, 64]"
479,2050,"[[439, 151, 73, 114]]","[(496, 208)]",[57]
480,2051,"[[1, 150, 79, 115], [177, 45, 127, 128]]","[(58, 207), (241, 109)]","[57, 64]"
481,2052,"[[455, 80, 56, 106]]","[(508, 133)]",[53]
482,2053,"[[64, 266, 110, 105], [249, 184, 109, 104], [424, 98, 88, 107], [166, 1, 110, 103], [364, 0, 81, 19], [0, 82, 90, 106]]","[(119, 321), (303, 238), (477, 151), (221, 56), (404, -21), (37, 135)]","[55, 54, 53, 55, 40, 53]"
483,2054,"[[1, 98, 53, 107], [182, 448, 98, 64], [353, 342, 135, 130]]","[(54, 151), (231, 497), (420, 409)]","[53, 49, 67]"
484,2055,"[[67, 256, 135, 131], [0, 371, 15, 76]]","[(134, 323), (-23, 409)]","[67, 38]"
485,2056,"[[376, 172, 132, 130], [341, 367, 110, 110]]","[(442, 238), (396, 422)]","[66, 55]"
486,2057,"[[0, 181, 34, 112]]","[(-22, 237)]",[56]
487,2061,"[[466, 369, 46, 103]]","[(517, 420)]",[51]
488,2062,"[[121, 312, 88, 88], [1, 370, 94, 102]]","[(165, 356), (52, 421)]","[44, 51]"
489,2063,"[[78, 209, 137, 131], [268, 123, 136, 131], [468, 59, 44, 93], [398, 465, 111, 47]]","[(146, 277), (336, 191), (514, 105), (453, 520)]","[68, 68, 46, 55]"
490,2064,"[[1, 57, 90, 94], [182, 0, 99, 65], [362, 267, 127, 125], [431, 433, 81, 79], [214, 342, 113, 107], [69, 405, 111, 103], [1, 469, 30, 43]]","[(48, 104), (231, 16), (425, 330), (471, 473), (270, 398), (124, 460), (22, 490)]","[47, 49, 63, 40, 56, 55, 21]"
491,2065,"[[42, 220, 101, 94], [115, 386, 100, 93], [1, 433, 83, 79], [0, 289, 15, 78]]","[(92, 270), (165, 436), (42, 474), (-24, 328)]","[50, 50, 41, 39]"
492,2073,"[[398, 0, 112, 98], [469, 158, 43, 105], [459, 487, 53, 25]]","[(454, 42), (521, 210), (485, 513)]","[56, 52, 26]"
493,2074,"[[1, 157, 104, 106], [140, 94, 110, 111], [285, 33, 111, 105], [432, 0, 79, 82], [76, 0, 98, 33], [0, 1, 35, 92], [118, 416, 128, 95], [-1, 486, 90, 25], [281, 354, 89, 77], [365, 481, 119, 31], [418, 284, 93, 141]]","[(54, 210), (195, 149), (340, 88), (473, 41), (125, -16), (-11, 47), (182, 480), (44, 531), (325, 398), (424, 540), (488, 354)]","[53, 55, 55, 41, 49, 46, 64, 45, 44, 59, 70]"
494,2075,"[[0, 0, 85, 83], [1, 285, 92, 141]]","[(43, 42), (71, 355)]","[42, 70]"
495,2083,"[[446, 12, 65, 120]]","[(506, 72)]",[60]
496,2084,"[[41, 174, 129, 120], [201, 103, 129, 120], [-1, 13, 100, 120], [120, 1, 127, 60], [350, 7, 148, 138], [350, 282, 145, 144], [158, 366, 148, 140], [341, 491, 107, 21]]","[(105, 238), (265, 167), (59, 73), (183, 64), (424, 81), (422, 354), (232, 440), (394, 544)]","[64, 64, 60, 63, 74, 72, 74, 53]"
497,2085,"[[36, 407, 148, 105], [0, 303, 23, 101], [0, 25, 23, 103]]","[(110, 481), (-27, 353), (-28, 76)]","[74, 50, 51]"
498,2086,"[[321, 472, 96, 41]]","[(369, 520)]",[48]
499,2094,"[[321, 14, 149, 141], [170, 0, 121, 34]]","[(395, 88), (230, -26)]","[74, 60]"
500,2095,"[[35, 0, 148, 74], [290, 215, 100, 95], [111, 294, 99, 90], [277, 434, 105, 78], [456, 358, 55, 101]]","[(109, 0), (340, 265), (160, 343), (329, 486), (506, 408)]","[74, 50, 49, 52, 50]"
501,2096,"[[141, 76, 96, 93], [319, 0, 98, 91], [491, 151, 21, 81], [310, 222, 99, 94], [131, 299, 98, 93], [1, 358, 85, 100]]","[(189, 124), (368, 42), (531, 191), (359, 271), (180, 348), (51, 408)]","[48, 49, 40, 49, 49, 50]"
502,2097,"[[15, 143, 95, 91]]","[(62, 190)]",[47]
503,2152,"[[377, 453, 130, 59]]","[(442, 518)]",[65]
504,2153,"[[204, 385, 129, 122], [1, 465, 27, 46], [472, 65, 40, 92]]","[(268, 449), (24, 488), (518, 111)]","[64, 23, 46]"
505,2154,"[[21, 240, 48, 42], [0, 65, 93, 92], [71, 476, 61, 35], [190, 438, 79, 71], [322, 433, 101, 78], [317, 343, 65, 61], [467, 401, 45, 97], [464, 312, 48, 57]]","[(45, 264), (47, 111), (101, 506), (229, 477), (372, 483), (349, 375), (515, 449), (492, 340)]","[24, 46, 30, 39, 50, 32, 48, 28]"
506,2155,"[[0, 401, 90, 99], [1, 313, 48, 56]]","[(41, 450), (29, 341)]","[49, 28]"
507,2158,"[[344, 324, 44, 42], [350, 386, 65, 64], [452, 371, 60, 65], [440, 301, 55, 55]]","[(366, 346), (382, 418), (484, 403), (467, 328)]","[22, 32, 32, 27]"
508,2159,"[[0, 371, 41, 65], [1, 302, 20, 54]]","[(9, 403), (28, 329)]","[32, 27]"
509,2162,"[[128, 35, 130, 124], [378, 1, 127, 100], [283, 491, 60, 21], [364, 473, 64, 39]]","[(193, 100), (441, 64), (313, 521), (396, 505)]","[65, 63, 30, 32]"
510,2163,"[[1, 1, 30, 93], [211, 0, 116, 33], [256, 140, 57, 52], [386, 109, 56, 51], [410, 195, 42, 38], [282, 288, 79, 73]]","[(47, 47), (269, -25), (284, 168), (414, 137), (431, 216), (321, 327)]","[46, 58, 28, 28, 21, 39]"
511,2164,"[[163, 409, 56, 51], [153, 342, 45, 41], [132, 265, 55, 52], [281, 312, 47, 41], [294, 379, 54, 52], [260, 234, 55, 52], [399, 207, 48, 39], [245, 155, 47, 42], [117, 184, 47, 42], [91, 99, 65, 60], [219, 69, 66, 60], [358, 93, 89, 88], [322, 1, 103, 56], [191, 0, 81, 39], [69, 1, 68, 59]]","[(191, 437), (175, 364), (159, 292), (304, 335), (321, 406), (287, 261), (423, 231), (268, 178), (140, 207), (123, 131), (252, 102), (402, 137), (373, 52), (231, -1), (103, 35)]","[28, 22, 27, 23, 27, 27, 24, 23, 23, 32, 33, 44, 51, 40, 34]"
512,2165,"[[77, 180, 31, 27], [1, 0, 84, 24]]","[(92, 195), (43, -18)]","[15, 42]"
513,2166,"[[29, 231, 26, 24]]","[(42, 244)]",[13]
514,2172,"[[200, 35, 64, 57], [283, 17, 64, 58], [365, 1, 65, 55], [90, 150, 64, 57], [480, 326, 31, 97]]","[(232, 67), (315, 49), (397, 33), (122, 182), (528, 374)]","[32, 32, 32, 32, 48]"
515,2173,"[[7, 324, 102, 100], [158, 292, 86, 82], [324, 255, 87, 82], [472, 223, 39, 80]]","[(58, 375), (201, 335), (367, 298), (512, 263)]","[51, 43, 43, 40]"
516,2174,"[[1, 222, 83, 81]]","[(42, 263)]",[41]
517,2224,"[[259, 169, 41, 34], [232, 202, 36, 32], [271, 222, 40, 39], [302, 249, 57, 54]]","[(279, 189), (250, 220), (291, 242), (330, 277)]","[20, 18, 20, 28]"
518,2302,"[[456, 331, 55, 90]]","[(501, 376)]",[45]
519,2303,"[[0, 329, 69, 90], [99, 186, 87, 87], [372, 376, 61, 62]]","[(24, 374), (142, 229), (403, 407)]","[45, 43, 31]"
520,2313,"[[55, 205, 55, 57], [167, 241, 39, 38], [131, 287, 38, 40], [130, 160, 44, 46], [203, 191, 43, 43], [240, 107, 60, 61], [178, 57, 60, 59]]","[(83, 233), (186, 260), (151, 307), (153, 183), (224, 212), (270, 137), (208, 87)]","[28, 19, 20, 23, 21, 30, 30]"
521,2323,"[[477, 162, 35, 77]]","[(515, 200)]",[38]
522,2324,"[[69, 79, 76, 76], [85, 230, 75, 74], [3, 163, 75, 75]]","[(107, 117), (122, 267), (40, 200)]","[38, 37, 37]"
523,2344,"[[240, 338, 57, 58], [216, 396, 31, 32], [154, 440, 73, 71], [293, 426, 24, 24], [343, 465, 22, 24], [405, 475, 37, 36]]","[(269, 367), (232, 412), (190, 476), (305, 438), (355, 477), (423, 493)]","[29, 16, 36, 12, 12, 18]"
524,2354,"[[154, 0, 74, 37], [383, 38, 27, 28], [405, 1, 37, 36], [344, 0, 23, 15]]","[(191, 0), (397, 52), (423, 19), (355, 4)]","[37, 14, 18, 11]"
525,2366,"[[435, 99, 62, 61], [492, 33, 20, 59], [475, 310, 36, 36], [258, 0, 32, 25]]","[(466, 130), (521, 62), (493, 328), (274, 9)]","[31, 29, 18, 16]"
526,2367,"[[14, 31, 64, 61], [1, 100, 20, 61], [1, 310, 35, 37]]","[(46, 63), (31, 130), (19, 328)]","[32, 30, 18]"
527,2374,"[[236, 99, 26, 27], [205, 139, 26, 27]]","[(249, 112), (218, 152)]","[13, 13]"
528,2375,"[[406, 353, 23, 25], [435, 318, 25, 25]]","[(418, 365), (447, 330)]","[12, 12]"
529,2376,"[[307, 278, 45, 44]]","[(329, 300)]",[22]
530,2386,"[[380, 54, 40, 39]]","[(400, 74)]",[20]
531,2406,"[[194, 414, 55, 55], [256, 429, 47, 45], [368, 399, 41, 40], [410, 405, 32, 29]]","[(221, 441), (279, 452), (388, 419), (426, 421)]","[27, 23, 20, 16]"
532,2412,"[[201, 397, 48, 47], [196, 449, 47, 49], [240, 477, 34, 33]]","[(225, 421), (220, 473), (257, 494)]","[24, 24, 17]"
533,2413,"[[147, 165, 44, 45], [142, 217, 35, 36]]","[(169, 187), (160, 235)]","[22, 18]"
534,2417,"[[217, 44, 67, 63]]","[(250, 77)]",[33]
535,2422,"[[124, 21, 35, 36], [189, 27, 44, 43], [235, 40, 35, 35], [239, 2, 34, 35], [195, 0, 47, 24]]","[(142, 39), (211, 49), (252, 57), (256, 19), (218, 1)]","[18, 22, 17, 17, 23]"
536,2426,"[[328, 172, 34, 30]]","[(345, 189)]",[17]
537,2433,"[[493, 199, 19, 50]]","[(518, 224)]",[25]
538,2434,"[[18, 198, 53, 52], [152, 206, 40, 41], [86, 274, 52, 54], [211, 268, 54, 54], [473, 381, 39, 41], [461, 442, 41, 41]]","[(44, 224), (172, 226), (113, 301), (238, 295), (493, 401), (481, 462)]","[26, 20, 27, 27, 20, 20]"
539,2435,"[[1, 381, 39, 40], [0, 442, 27, 41]]","[(21, 401), (7, 462)]","[20, 20]"
540,2437,"[[36, 378, 64, 59], [138, 338, 34, 31], [189, 365, 34, 31], [139, 395, 36, 32], [276, 342, 63, 60], [401, 337, 64, 59], [446, 444, 37, 32], [284, 494, 60, 18], [160, 500, 53, 11]]","[(68, 410), (155, 355), (206, 382), (157, 413), (307, 373), (433, 369), (464, 462), (314, 524), (186, 526)]","[32, 17, 17, 18, 31, 32, 18, 30, 26]"
541,2438,"[[56, 337, 57, 53]]","[(84, 365)]",[28]
542,2444,"[[145, 67, 54, 54], [223, 86, 59, 58], [229, 234, 60, 60], [373, 425, 42, 42], [467, 114, 40, 40], [486, 226, 26, 55], [478, 53, 34, 40]]","[(172, 94), (252, 115), (259, 264), (394, 446), (487, 134), (513, 253), (498, 73)]","[27, 29, 30, 21, 20, 27, 20]"
543,2445,"[[3, 53, 42, 41], [81, 95, 55, 53], [0, 114, 33, 41], [97, 201, 47, 47], [157, 250, 49, 47], [10, 226, 53, 53], [263, 215, 52, 52], [390, 209, 52, 53], [266, 87, 55, 53]]","[(24, 74), (108, 122), (13, 134), (120, 224), (181, 274), (36, 252), (289, 241), (416, 235), (293, 114)]","[21, 27, 20, 23, 24, 26, 26, 26, 27]"
544,2447,"[[33, 35, 55, 49], [156, 25, 63, 60], [162, 173, 64, 60], [282, 19, 64, 60], [297, 245, 55, 51], [432, 248, 39, 34]]","[(60, 62), (187, 56), (194, 205), (314, 51), (324, 272), (451, 267)]","[27, 31, 32, 32, 27, 19]"
545,2448,"[[54, 34, 54, 48], [58, 140, 55, 48]]","[(81, 61), (85, 167)]","[27, 27]"
546,2467,"[[273, 348, 55, 50]]","[(300, 375)]",[27]
547,2473,"[[217, 299, 42, 42], [223, 413, 41, 41], [364, 303, 27, 27]]","[(238, 320), (243, 433), (377, 316)]","[21, 20, 13]"
548,2474,"[[209, 351, 23, 22], [249, 364, 23, 21]]","[(220, 362), (260, 375)]","[11, 11]"
549,2477,"[[130, 30, 54, 51], [164, 162, 47, 43], [288, 174, 53, 49], [144, 330, 55, 52], [295, 324, 54, 50]]","[(157, 57), (187, 185), (314, 200), (171, 357), (322, 351)]","[27, 23, 26, 27, 27]"
550,2483,"[[176, 251, 53, 53], [156, 436, 53, 52], [256, 429, 50, 48], [351, 426, 49, 48], [448, 422, 49, 48]]","[(202, 277), (182, 462), (281, 454), (375, 450), (472, 446)]","[26, 26, 25, 24, 24]"
551,2484,"[[83, 213, 52, 51], [0, 423, 22, 48], [171, 413, 49, 48], [271, 409, 52, 48]]","[(109, 239), (-2, 447), (195, 437), (297, 435)]","[26, 24, 24, 26]"
552,2487,"[[310, 150, 55, 51]]","[(337, 177)]",[27]
553,2524,"[[363, 243, 90, 90], [366, 415, 89, 88]]","[(408, 288), (410, 459)]","[45, 44]"
554,2525,"[[57, 239, 90, 91], [229, 238, 90, 87], [233, 410, 87, 88], [62, 412, 89, 89]]","[(102, 284), (274, 283), (277, 454), (106, 456)]","[45, 45, 44, 44]"
555,2526,"[[37, 397, 57, 54], [101, 476, 40, 35], [158, 475, 40, 36], [215, 475, 39, 36], [268, 293, 66, 66]]","[(65, 425), (121, 496), (178, 495), (234, 494), (301, 326)]","[28, 20, 20, 19, 33]"
556,2527,"[[131, 268, 91, 90], [241, 266, 90, 91], [294, 430, 76, 74], [187, 432, 75, 74], [78, 434, 76, 75]]","[(176, 313), (286, 311), (332, 468), (224, 469), (116, 472)]","[45, 45, 38, 37, 38]"
557,2534,"[[362, 121, 94, 92], [367, 0, 85, 29], [365, 295, 91, 89], [368, 470, 92, 41], [494, 433, 18, 59]]","[(409, 168), (409, -13), (410, 340), (414, 516), (523, 462)]","[47, 42, 45, 46, 29]"
558,2535,"[[63, 116, 94, 92], [65, 1, 80, 26], [238, 0, 76, 24], [134, 292, 36, 32], [185, 292, 36, 29], [236, 278, 46, 44], [299, 277, 46, 43], [228, 441, 56, 55], [126, 426, 69, 68], [19, 427, 70, 70]]","[(110, 163), (105, 41), (276, -14), (152, 310), (203, 310), (259, 301), (322, 300), (256, 469), (160, 460), (54, 462)]","[47, 40, 38, 18, 18, 23, 23, 28, 34, 35]"
559,2536,"[[38, 2, 45, 45], [101, 2, 41, 40], [158, 1, 41, 40], [216, 1, 39, 39], [247, 76, 56, 57], [328, 75, 55, 56], [146, 89, 70, 66], [88, 91, 30, 27], [89, 132, 30, 27], [42, 134, 26, 23], [40, 92, 31, 28], [42, 203, 33, 31], [93, 203, 33, 29], [144, 188, 45, 43], [218, 172, 69, 69], [349, 152, 80, 80], [44, 314, 57, 57], [125, 320, 51, 48], [196, 319, 50, 48], [267, 323, 44, 43], [268, 393, 44, 43], [128, 395, 50, 50], [46, 396, 59, 56], [58, 502, 47, 10], [154, 498, 51, 14], [330, 322, 44, 43], [331, 392, 32, 30]]","[(60, 24), (121, 22), (178, 21), (235, 20), (275, 104), (356, 103), (181, 124), (103, 106), (104, 147), (55, 147), (55, 107), (58, 219), (109, 219), (166, 210), (252, 206), (389, 192), (72, 342), (150, 345), (221, 344), (289, 345), (290, 415), (153, 420), (75, 425), (81, 525), (179, 523), (352, 344), (347, 408)]","[22, 20, 20, 19, 28, 28, 35, 15, 15, 13, 15, 16, 16, 22, 34, 40, 28, 25, 25, 22, 22, 25, 29, 23, 25, 22, 16]"
560,2537,"[[79, 0, 75, 34], [187, 1, 75, 32], [295, 0, 74, 31], [113, 480, 44, 32], [183, 464, 59, 47]]","[(116, -3), (224, 38), (332, -6), (135, 502), (212, 493)]","[37, 37, 37, 22, 29]"
561,2538,"[[58, 444, 73, 67]]","[(94, 480)]",[36]
562,2544,"[[368, 0, 92, 84], [486, 52, 26, 66], [370, 190, 28, 25], [413, 170, 48, 44], [477, 170, 35, 44], [370, 241, 43, 41]]","[(414, 38), (519, 85), (384, 204), (437, 194), (499, 192), (391, 262)]","[46, 33, 14, 24, 22, 21]"
563,2545,"[[20, 0, 66, 21], [129, 0, 62, 20], [229, 0, 56, 21], [11, 51, 73, 70], [111, 50, 68, 68], [210, 47, 58, 57], [291, 46, 57, 57], [293, 153, 57, 55], [294, 234, 58, 55], [211, 154, 56, 56], [217, 235, 51, 50], [137, 162, 50, 49], [138, 237, 52, 49], [2, 169, 46, 46]]","[(53, -12), (160, -11), (257, -7), (47, 87), (145, 84), (239, 76), (319, 74), (321, 181), (323, 263), (239, 182), (242, 260), (162, 187), (164, 263), (25, 192)]","[33, 31, 28, 36, 34, 29, 28, 28, 29, 28, 25, 25, 26, 23]"
564,2546,"[[46, 27, 71, 69], [48, 127, 71, 67], [148, 126, 70, 67], [143, 23, 72, 69], [238, 42, 50, 48], [312, 123, 40, 38], [375, 121, 42, 43], [51, 278, 58, 56], [54, 360, 56, 56], [292, 275, 59, 55], [374, 273, 57, 56], [294, 356, 58, 57], [377, 355, 55, 55], [134, 463, 57, 48], [214, 461, 60, 49], [298, 460, 56, 50], [378, 458, 58, 53]]","[(81, 62), (83, 162), (183, 161), (179, 59), (263, 67), (332, 143), (396, 142), (80, 307), (82, 388), (321, 304), (402, 301), (323, 385), (404, 382), (162, 491), (244, 491), (326, 488), (407, 487)]","[35, 35, 35, 36, 25, 20, 21, 29, 28, 29, 28, 29, 27, 28, 30, 28, 29]"
565,2547,"[[113, 5, 44, 43], [183, 1, 58, 48], [115, 98, 72, 72]]","[(135, 27), (212, 30), (151, 134)]","[22, 29, 36]"
566,2554,"[[20, 42, 110, 111]]","[(75, 97)]",[55]
567,2555,"[[78, 128, 28, 25], [125, 127, 28, 25], [127, 163, 27, 25], [131, 194, 21, 19], [171, 194, 19, 18], [170, 122, 17, 17], [248, 144, 18, 16]]","[(92, 142), (139, 141), (140, 176), (141, 204), (180, 203), (178, 130), (257, 153)]","[14, 14, 13, 10, 9, 8, 9]"
568,2556,"[[137, 70, 56, 55], [218, 69, 56, 56], [300, 67, 56, 56], [134, 0, 58, 45], [215, 0, 58, 42], [297, 0, 58, 41], [380, 66, 58, 56], [378, 1, 59, 39]]","[(165, 98), (246, 97), (328, 95), (163, 16), (244, 13), (326, 12), (409, 95), (407, 30)]","[28, 28, 28, 29, 29, 29, 29, 29]"
569,2557,"[[149, 62, 22, 22]]","[(160, 73)]",[11]
570,2564,"[[428, 427, 28, 24]]","[(442, 441)]",[14]
571,2565,"[[81, 409, 32, 32], [122, 390, 55, 52]]","[(97, 425), (149, 417)]","[16, 27]"
572,2568,"[[174, 470, 54, 41], [235, 470, 53, 41]]","[(201, 497), (261, 496)]","[27, 26]"
573,2571,"[[434, 365, 78, 109]]","[(488, 419)]",[54]
574,2572,"[[2, 363, 71, 111], [120, 363, 111, 108], [318, 359, 111, 110]]","[(57, 418), (175, 418), (373, 414)]","[55, 55, 55]"
575,2573,"[[496, 351, 16, 54]]","[(523, 378)]",[27]
576,2574,"[[21, 348, 63, 60]]","[(52, 379)]",[31]
577,2578,"[[175, 80, 54, 53], [174, 0, 53, 48], [235, 0, 54, 47]]","[(202, 107), (200, 22), (262, 20)]","[27, 26, 27]"
578,2581,"[[436, 51, 75, 110]]","[(491, 106)]",[55]
579,2582,"[[1, 49, 74, 111], [121, 47, 113, 108], [321, 44, 112, 108]]","[(56, 104), (177, 103), (377, 100)]","[55, 56, 56]"
580,2605,"[[257, 299, 40, 39]]","[(277, 319)]",[20]
581,2621,"[[466, 230, 45, 61]]","[(496, 260)]",[30]
582,2622,"[[0, 229, 51, 61], [385, 466, 61, 45]]","[(21, 259), (415, 496)]","[30, 30]"
583,2624,"[[10, 363, 61, 62]]","[(41, 394)]",[31]
584,2632,"[[341, 405, 102, 103], [384, 0, 63, 53]]","[(392, 456), (415, 22)]","[51, 31]"
585,2633,"[[20, 3, 52, 51]]","[(46, 29)]",[26]
586,2640,"[[322, 94, 52, 54]]","[(349, 121)]",[27]
587,2641,"[[129, 75, 79, 78], [424, 80, 78, 80]]","[(168, 114), (464, 120)]","[39, 40]"
588,2642,"[[0, 82, 28, 78], [109, 108, 53, 56], [257, 112, 53, 54], [404, 113, 54, 56], [344, 0, 96, 37]]","[(-11, 121), (137, 136), (284, 139), (432, 141), (392, -11)]","[39, 28, 27, 28, 48]"
589,2643,"[[76, 117, 54, 55]]","[(103, 144)]",[27]
590,2644,"[[360, 130, 27, 29], [441, 490, 36, 22], [497, 484, 15, 28]]","[(374, 144), (459, 508), (511, 498)]","[14, 18, 14]"
591,2645,"[[21, 483, 41, 28]]","[(41, 503)]",[20]
592,2647,"[[442, 456, 69, 56]]","[(476, 490)]",[34]
593,2648,"[[1, 455, 48, 57]]","[(29, 483)]",[28]
594,2650,"[[462, 383, 50, 108]]","[(516, 437)]",[54]
595,2651,"[[1, 380, 93, 112], [231, 290, 98, 97], [377, 292, 98, 98]]","[(57, 436), (280, 339), (426, 341)]","[56, 49, 49]"
596,2654,"[[121, 260, 33, 35], [122, 314, 20, 19], [94, 312, 23, 22], [67, 311, 22, 21], [39, 311, 21, 21], [68, 338, 22, 23], [224, 185, 43, 43], [228, 246, 23, 22], [261, 238, 23, 23], [342, 145, 44, 46], [441, 16, 37, 37], [497, 10, 14, 37], [323, 453, 51, 52], [234, 500, 51, 11]]","[(138, 277), (132, 324), (105, 323), (78, 322), (49, 321), (79, 349), (245, 206), (239, 257), (272, 249), (365, 168), (459, 34), (515, 28), (349, 479), (259, 525)]","[17, 10, 11, 11, 10, 11, 21, 11, 11, 23, 18, 18, 26, 25]"
597,2655,"[[22, 8, 41, 41]]","[(42, 28)]",[20]
598,2657,"[[443, 0, 69, 64]]","[(477, 30)]",[34]
599,2658,"[[0, 0, 49, 62]]","[(18, 31)]",[31]
600,2660,"[[275, 98, 103, 107], [272, 282, 104, 105]]","[(328, 151), (324, 334)]","[53, 52]"
601,2661,"[[61, 104, 107, 110], [460, 229, 52, 53], [422, 358, 87, 87], [2, 0, 73, 16]]","[(116, 159), (486, 255), (465, 401), (38, -20)]","[55, 26, 43, 36]"
602,2662,"[[59, 224, 51, 52], [132, 220, 51, 54], [0, 230, 38, 52], [0, 359, 34, 87], [89, 362, 52, 52], [205, 355, 51, 52], [343, 193, 36, 35]]","[(85, 250), (159, 247), (12, 256), (-9, 402), (115, 388), (231, 381), (361, 211)]","[26, 27, 26, 43, 26, 26, 18]"
603,2663,"[[75, 329, 51, 52], [146, 372, 72, 70], [174, 256, 53, 52], [245, 219, 71, 72], [331, 194, 54, 55], [313, 175, 22, 20], [281, 189, 22, 22], [327, 293, 51, 54], [431, 142, 79, 82]]","[(101, 355), (182, 408), (200, 282), (281, 255), (358, 221), (324, 186), (292, 200), (354, 320), (472, 183)]","[26, 36, 26, 36, 27, 11, 11, 27, 41]"
604,2664,"[[1, 142, 35, 81], [226, 201, 73, 73], [153, 359, 53, 55], [372, 137, 43, 43], [225, 25, 72, 72], [322, 0, 53, 31]]","[(41, 182), (262, 237), (180, 386), (393, 158), (261, 61), (348, 5)]","[40, 36, 27, 21, 36, 26]"
605,2670,"[[126, 11, 33, 32], [129, 56, 33, 32]]","[(142, 27), (145, 72)]","[16, 16]"
606,2675,"[[321, 424, 52, 53]]","[(347, 450)]",[26]
607,2676,"[[446, 427, 54, 55]]","[(473, 454)]",[27]
608,2677,"[[0, 429, 26, 54]]","[(-1, 456)]",[27]
609,2687,"[[81, 405, 49, 53]]","[(107, 431)]",[26]
610,2722,"[[161, 147, 99, 100], [164, 338, 101, 101], [356, 308, 99, 102], [361, 497, 68, 15]]","[(211, 197), (214, 388), (407, 359), (395, 531)]","[50, 50, 51, 34]"
611,2732,"[[151, 53, 103, 102], [344, 23, 101, 102], [336, 213, 99, 105], [144, 244, 98, 101], [325, 405, 98, 99], [114, 420, 119, 91]]","[(202, 104), (395, 74), (388, 265), (194, 294), (374, 454), (173, 479)]","[51, 51, 52, 50, 49, 59]"
612,2733,"[[324, 460, 60, 50]]","[(354, 490)]",[30]
613,2734,"[[222, 481, 76, 30], [54, 494, 40, 18]]","[(260, 519), (74, 514)]","[38, 20]"
614,2742,"[[103, 140, 120, 119], [114, 1, 118, 64], [329, 1, 89, 29]]","[(163, 200), (173, 60), (373, 45)]","[60, 59, 44]"
615,2743,"[[322, 1, 63, 47]]","[(353, 32)]",[31]
616,2744,"[[54, 19, 40, 42], [219, 7, 78, 78], [79, 118, 78, 80]]","[(75, 40), (258, 46), (119, 158)]","[21, 39, 40]"
617,2745,"[[404, 463, 41, 44]]","[(426, 485)]",[22]
618,2753,"[[275, 208, 80, 81], [197, 353, 99, 102], [492, 312, 20, 67]]","[(315, 248), (248, 404), (525, 345)]","[40, 51, 33]"
619,2754,"[[18, 307, 80, 80], [235, 390, 66, 66], [372, 362, 65, 68], [390, 456, 66, 56], [253, 482, 65, 30], [172, 106, 78, 82], [312, 79, 79, 80]]","[(58, 347), (268, 423), (406, 396), (423, 489), (285, 514), (213, 147), (352, 119)]","[40, 33, 34, 33, 32, 41, 40]"
620,2755,"[[430, 120, 41, 44], [418, 63, 42, 44], [404, 1, 42, 35]]","[(452, 142), (440, 85), (425, 22)]","[22, 22, 21]"
621,2757,"[[85, 273, 122, 128], [211, 248, 121, 127]]","[(149, 337), (274, 311)]","[64, 63]"
622,2763,"[[237, 30, 76, 81], [326, 329, 81, 81], [461, 301, 51, 83], [486, 439, 26, 71]]","[(277, 70), (366, 369), (502, 342), (521, 474)]","[40, 40, 41, 35]"
623,2764,"[[113, 276, 80, 80], [139, 410, 79, 79], [12, 433, 80, 77], [1, 303, 65, 81], [251, 6, 68, 71], [250, 106, 40, 43], [310, 92, 40, 43], [387, 75, 42, 43], [388, 0, 69, 48]]","[(153, 316), (178, 449), (52, 473), (41, 343), (286, 41), (271, 127), (331, 113), (408, 96), (422, 14)]","[40, 39, 40, 40, 35, 21, 21, 21, 34]"
